"Date of Download: 2026-07-14_20:11:57"
"Search Parameters: Data Level:all  Trait List:  Trial List:9827,10416,9775  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 12|boiling time 20 minutes|COMP:0000287","Change in weight after boiling computation percentage|month 12|boiling time 30 minutes|COMP:0000288","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching angle in degrees|CO_334:0002082","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 12|COMP:0000324","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922719","202177DVGST_momi_rep1_C243_89_plant_1","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922720","202177DVGST_momi_rep1_C243_89_plant_2","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922721","202177DVGST_momi_rep1_C243_89_plant_3","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922722","202177DVGST_momi_rep1_C243_89_plant_4","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922723","202177DVGST_momi_rep1_C243_89_plant_5","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922724","202177DVGST_momi_rep1_C243_89_plant_6","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922725","202177DVGST_momi_rep1_C243_89_plant_7","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451612","C243","","plant","3922726","202177DVGST_momi_rep1_C243_89_plant_8","1","1","89","3","25","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plot","3921824","202177DVGST_momi_rep1_C33_79","1","1","79","3","15","test","","","","","","90","5","","32.5147032067318","","65","24.3131868131868","8.85","","","3","1","","10","8","4","3","200","30","4","3","1","3","1","4850","453","","4","1","2","2","2"," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926887","202177DVGST_momi_rep1_C33_79_plant_1","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926888","202177DVGST_momi_rep1_C33_79_plant_2","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926889","202177DVGST_momi_rep1_C33_79_plant_3","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926890","202177DVGST_momi_rep1_C33_79_plant_4","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926891","202177DVGST_momi_rep1_C33_79_plant_5","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926892","202177DVGST_momi_rep1_C33_79_plant_6","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926893","202177DVGST_momi_rep1_C33_79_plant_7","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","1284475","C33","","plant","3926894","202177DVGST_momi_rep1_C33_79_plant_8","1","1","79","3","15","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plot","3922244","202177DVGST_momi_rep1_C39_387","1","1","387","13","3","test","","","","","","90","4","","29.4678676039836","","95","48.2142857142857","17.55","","","4","1","","18","10","4","2","250","30","4","3","1","3","2","3700","286","","4","2","3","1","2"," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923671","202177DVGST_momi_rep1_C39_387_plant_1","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923672","202177DVGST_momi_rep1_C39_387_plant_2","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923673","202177DVGST_momi_rep1_C39_387_plant_3","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923674","202177DVGST_momi_rep1_C39_387_plant_4","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923675","202177DVGST_momi_rep1_C39_387_plant_5","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923676","202177DVGST_momi_rep1_C39_387_plant_6","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923677","202177DVGST_momi_rep1_C39_387_plant_7","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451613","C39","","plant","3923678","202177DVGST_momi_rep1_C39_387_plant_8","1","1","387","13","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plot","3921909","202177DVGST_momi_rep1_C413_44","1","1","44","2","21","test","","","","","","90","2","","34.4008045977012","","155","26.2362637362637","9.55","","","4","1","","20","8","4","3","220","20","4","3","1","3","3","4850","500","","4","3","3","2","1","Comp_flower:Pt2:Non-br (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926631","202177DVGST_momi_rep1_C413_44_plant_1","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926632","202177DVGST_momi_rep1_C413_44_plant_2","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926633","202177DVGST_momi_rep1_C413_44_plant_3","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926634","202177DVGST_momi_rep1_C413_44_plant_4","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926635","202177DVGST_momi_rep1_C413_44_plant_5","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926636","202177DVGST_momi_rep1_C413_44_plant_6","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926637","202177DVGST_momi_rep1_C413_44_plant_7","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2451614","C413","","plant","3926638","202177DVGST_momi_rep1_C413_44_plant_8","1","1","44","2","21","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plot","3922220","202177DVGST_momi_rep1_CG1141-1_178","1","1","178","6","15","check","","","","","","0","0","","36.0312133072407","","180","26.2362637362637","9.55","","","4","1","","8","8","4","2","180","50","4","3","1","4","1","3450","384","","4","1","1","1","1"," (Operator: lizbethpino, Time: ), Pt1:Leafy:Good (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924295","202177DVGST_momi_rep1_CG1141-1_178_plant_1","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924296","202177DVGST_momi_rep1_CG1141-1_178_plant_2","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924297","202177DVGST_momi_rep1_CG1141-1_178_plant_3","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924298","202177DVGST_momi_rep1_CG1141-1_178_plant_4","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924299","202177DVGST_momi_rep1_CG1141-1_178_plant_5","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924300","202177DVGST_momi_rep1_CG1141-1_178_plant_6","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924301","202177DVGST_momi_rep1_CG1141-1_178_plant_7","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924302","202177DVGST_momi_rep1_CG1141-1_178_plant_8","1","1","178","6","15","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plot","3922570","202177DVGST_momi_rep1_CG1141-1_8","1","1","8","1","8","check","","","","","","85","1","","33.9574142724745","","130","26.7857142857143","9.75","","","4","1","","13","8","4","1","230","20","4","3","1","3","2","4800","484","","4","1","3","1","1"," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924471","202177DVGST_momi_rep1_CG1141-1_8_plant_1","1","1","8","1","8","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","139257","CG1141-1","","plant","3924472","202177DVGST_momi_rep1_CG1141-1_8_plant_2","1","1","8","1","8","check","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
