"Date of Download: 2023-06-28_16:49:24"
"Search Parameters: Data Level:all  Trait List:  Trial List:11001  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348302","202258DVGST_ciat_rep1_CG1141-1_42","1","1","42","2","23","check","","","","","","3","","75","1","4","1","5","4","2","","3","5","0","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5347657","202258DVGST_ciat_rep1_CG1141-1_465","1","1","465","15","17","check","","","","","","5","","45","","4","1","5","4","2","","","5","","5","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348292","202258DVGST_ciat_rep1_CG1141-1_510","1","1","510","16","3","check","","","","","","4","","75","1","4","3","5","4","2","","3","5","0","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348109","202258DVGST_ciat_rep1_CG1141-1_523","1","1","523","17","11","check","","","","","","3","","35","","4","3","5","5","2","","","5","","5","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348238","202258DVGST_ciat_rep1_CG1141-1_603","1","1","603","19","27","check","","","","","","3","","40","1","3","3","5","5","2","","3","5","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348157","202258DVGST_ciat_rep1_CG1141-1_617","1","1","617","20","24","check","","","","0.9466183","0.3765117","3","39.4418755","50","1","2","1","5","5","2","","3","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5347815","202258DVGST_ciat_rep1_CG1141-1_64","1","1","64","2","1","check","","","","1.5796808","1.2231734","4","35.6686134","65","1","4","1","5","5","2","","3","5","0","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348433","202258DVGST_ciat_rep1_CG1141-1_676","1","1","676","22","29","check","","","","","","3","","35","1","3","1","5","5","2","","3","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5347584","202258DVGST_ciat_rep1_CG1141-1_730","1","1","730","23","26","check","","","","0.7539692","0.2924662","3","42.5465088","60","1","4","2","5","4","2","","3","5","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348035","202258DVGST_ciat_rep1_CG1141-1_799","1","1","799","25","31","check","","","","1.3341756","0.9888662","4","37.4570122","40","1","3","3","5","4","2","","2","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","5348037","202258DVGST_ciat_rep1_CG1141-1_857","1","1","857","27","25","check","","","","","","3","","35","","3","1","5","5","2","","","5","","5","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5347960","202258DVGST_ciat_rep1_CM4919-1_131","1","1","131","5","3","check","","","","3.0730436","1.4969145","3","36.6987915","100","1","4","1","5","3","2","","3","3","9","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5347707","202258DVGST_ciat_rep1_CM4919-1_15","1","1","15","1","15","check","","4.79157713794584","9.73356252685861","3.0986073","1.5651233","3","37.1498222","95","1","4","1","5","3","2","","3","4","1","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5347600","202258DVGST_ciat_rep1_CM4919-1_171","1","1","171","6","22","check","","5.45912035226713","26.899471259287","2.7255588","1.5905722","1","33.1464615","85","1","3","1","5","3","2","2","3","3","12","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348017","202258DVGST_ciat_rep1_CM4919-1_222","1","1","222","7","30","check","","3.40224645938468","10.8904444082696","2.8139353","1.1198519","3","36.0807076","100","1","4","1","5","3","2","","3","3","6","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348008","202258DVGST_ciat_rep1_CM4919-1_252","1","1","252","8","5","check","","8.78796022574578","31.5506584251546","3.0586791","1.5651779","3","30.6431961","135","1","3","1","5","3","2","","3","3","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348101","202258DVGST_ciat_rep1_CM4919-1_26","1","1","26","1","26","check","","3.83085490484058","10.3696224221284","2.3864019","1.3894807","3","35.9871178","85","1","3","1","5","4","2","","3","3","8","5","2","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348072","202258DVGST_ciat_rep1_CM4919-1_289","1","1","289","10","32","check","","1.69705723054705","7.02292832641273","3.2794204","1.5985432","2","36.9028015","95","1","3","1","5","3","2","","3","3","5","5","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5347979","202258DVGST_ciat_rep1_CM4919-1_359","1","1","359","12","26","check","","","","3.1179848","1.4977765","3","20.839056","125","1","3","1","5","3","2","3","3","4","1","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348389","202258DVGST_ciat_rep1_CM4919-1_381","1","1","381","12","4","check","","4.39144425515806","11.3950406965739","3.7283287","1.7739713","3","38.4512177","90","1","3","1","5","3","2","2","3","3","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348382","202258DVGST_ciat_rep1_CM4919-1_407","1","1","407","13","23","check","","5.53360586475438","14.817183182223","2.6649475","1.3037289","3","36.6594162","90","1","4","1","5","2","2","2","3","3","5","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5347890","202258DVGST_ciat_rep1_CM4919-1_454","1","1","454","15","6","check","","4.32502934655013","17.0783878961784","1.9259908","0.8253613","3","31.6914158","105","3","3","1","5","3","2","","3","4","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5347605","202258DVGST_ciat_rep1_CM4919-1_499","1","1","499","16","14","check","","4.20335603920916","13.8727363349394","3.6870654","2.0183177","2","35.5713348","120","1","3","2","5","3","2","","3","3","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5347951","202258DVGST_ciat_rep1_CM4919-1_53","1","1","53","2","12","check","","3.43309157567546","15.5933689328126","3.023926","1.3904103","3","40.244442","80","1","3","1","5","4","2","","3","3","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348311","202258DVGST_ciat_rep1_CM4919-1_628","1","1","628","20","13","check","","2.57791458253176","4.69411312043095","3.6094465","1.9052937","2","33.8506393","85","1","3","1","5","3","2","2","3","3","3","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348414","202258DVGST_ciat_rep1_CM4919-1_708","1","1","708","23","4","check","","","","4.1205578","2.1959019","3","36.0828552","105","1","4","1","5","3","2","","3","3","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","5348029","202258DVGST_ciat_rep1_CM4919-1_84","1","1","84","3","20","check","","6.14229691876753","29.4050420168067","3.1445308","1.3507349","3","37.6182404","80","1","3","1","5","3","2","","3","3","4","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","140243","CM6438-14","","plot","5347776","202258DVGST_ciat_rep1_CM6438-14_401","1","1","401","13","17","test","","","","1.3275552","0.7243807","3","36.2950172","35","1","3","1","5","5","2","","3","4","9","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207800","CM7788A-10","","plot","5348265","202258DVGST_ciat_rep1_CM7788A-10_86","1","1","86","3","22","test","","10.0182761590656","27.9184085036657","1.6356157","1.057338","5","35.9468193","65","1","3","1","5","4","2","","3","3","19","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207801","CM7788A-11","","plot","5347796","202258DVGST_ciat_rep1_CM7788A-11_315","1","1","315","10","6","test","","11.8995366983663","24.2136064374543","0.9501231","0.6396412","3","43.0933838","135","1","4","1","5","4","2","","3","3","1","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207802","CM7788A-12","","plot","5347623","202258DVGST_ciat_rep1_CM7788A-12_360","1","1","360","12","25","test","","6.02093460173559","9.62037395997972","0.0305524","0.1088899","3","35.2659721","55","1","4","1","5","3","2","3","3","3","34","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207803","CM7788A-13","","plot","5348007","202258DVGST_ciat_rep1_CM7788A-13_611","1","1","611","20","30","test","","11.5946348733234","21.1028315946349","0.8849236","0.7641832","3","33.981514","50","1","4","1","5","4","2","","3","3","17","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207804","CM7788A-14","","plot","5347997","202258DVGST_ciat_rep1_CM7788A-14_155","1","1","155","5","27","test","","6.33663366336635","17.2277227722772","1.2843813","0.5012561","3","40.8651466","85","1","4","1","5","3","2","","3","4","30","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207805","CM7788A-15","","plot","5347638","202258DVGST_ciat_rep1_CM7788A-15_238","1","1","238","8","19","test","","","","","","3","","40","2","2","1","5","5","2","","3","3","12","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207806","CM7788A-16","","plot","5347852","202258DVGST_ciat_rep1_CM7788A-16_679","1","1","679","22","26","test","","5.37634408602151","14.1075268817204","0.5724856","0.0015228","3","37.2662888","30","1","4","1","5","5","2","","3","3","21","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207807","CM7788A-2","","plot","5348049","202258DVGST_ciat_rep1_CM7788A-2_245","1","1","245","8","12","test","","7.43286788399571","20.4511278195489","0.5583646","0.3053491","3","36.8787041","115","1","5","1","5","3","2","","3","2","5","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207808","CM7788A-3","","plot","5347932","202258DVGST_ciat_rep1_CM7788A-3_296","1","1","296","10","25","test","","","","0.2115782","0.3508204","3","31.3663692","55","1","3","1","5","5","2","","3","4","13","4","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207809","CM7788A-4","","plot","5347905","202258DVGST_ciat_rep1_CM7788A-4_272","1","1","272","9","16","test","","20.8904507434944","38.7749767657992","0.3912725","0.3886007","3","38.0082397","115","1","3","1","5","3","2","2","3","3","17","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207810","CM7788A-5","","plot","5348138","202258DVGST_ciat_rep1_CM7788A-5_160","1","1","160","5","32","test","","13.8943801186106","23.9762778876024","1.0057259","0.5587415","3","39.9124298","40","1","5","1","5","3","2","","3","2","23","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207811","CM7788A-6","","plot","5348081","202258DVGST_ciat_rep1_CM7788A-6_638","1","1","638","20","3","test","","7.33816468077539","18.1086608571937","1.6870011","0.835974","3","39.8836708","130","1","4","1","5","4","2","","3","3","9","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207812","CM7788A-7","","plot","5348156","202258DVGST_ciat_rep1_CM7788A-7_545","1","1","545","18","32","test","","5.80476450472716","16.3496077473491","1.0756117","0.5314527","4","39.1139908","120","1","4","1","5","3","1","","3","2","23","3","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207813","CM7788A-8","","plot","5348169","202258DVGST_ciat_rep1_CM7788A-8_218","1","1","218","7","26","test","","","","1.2588745","0.8538387","3","41.7699738","95","1","3","1","5","4","2","3","3","3","30","4","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4207814","CM7788A-9","","plot","5348343","202258DVGST_ciat_rep1_CM7788A-9_652","1","1","652","21","12","test","","","","0.8302344","0.4783632","4","38.5996971","30","1","3","1","5","5","2","","3","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","54012","COL1398","","plot","5347909","202258DVGST_ciat_rep1_COL1398_213","1","1","213","7","21","test","","","","","","3","","35","5","3","1","5","4","2","","3","5","0","5","","1"," (Operator: lizbethpino, Time: )"
